rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,0.0,13.333333333333334,3.7383177570093453,2.803738317757009
centile_CT_caudalanteriorcingulate,0.0,26.666666666666668,4.672897196261682,1.8691588785046727
centile_CT_caudalmiddlefrontal,0.0,6.666666666666667,7.476635514018691,4.672897196261682
centile_CT_cuneus,0.0,6.666666666666667,5.607476635514018,4.672897196261682
centile_CT_entorhinal,0.0,13.333333333333334,3.7383177570093453,7.476635514018691
centile_CT_fusiform,6.666666666666667,13.333333333333334,5.607476635514018,3.7383177570093453
centile_CT_inferiorparietal,20.0,13.333333333333334,5.607476635514018,5.607476635514018
centile_CT_inferiortemporal,0.0,26.666666666666668,3.7383177570093453,7.476635514018691
centile_CT_isthmuscingulate,0.0,6.666666666666667,2.803738317757009,3.7383177570093453
centile_CT_lateraloccipital,0.0,6.666666666666667,4.672897196261682,5.607476635514018
centile_CT_lateralorbitofrontal,0.0,6.666666666666667,5.607476635514018,4.672897196261682
centile_CT_lingual,6.666666666666667,13.333333333333334,6.5420560747663545,4.672897196261682
centile_CT_medialorbitofrontal,6.666666666666667,20.0,3.7383177570093453,6.5420560747663545
centile_CT_middletemporal,0.0,0.0,2.803738317757009,5.607476635514018
centile_CT_parahippocampal,6.666666666666667,26.666666666666668,4.672897196261682,2.803738317757009
centile_CT_paracentral,0.0,0.0,4.672897196261682,6.5420560747663545
centile_CT_parsopercularis,6.666666666666667,13.333333333333334,3.7383177570093453,4.672897196261682
centile_CT_parsorbitalis,0.0,0.0,4.672897196261682,4.672897196261682
centile_CT_parstriangularis,6.666666666666667,13.333333333333334,4.672897196261682,4.672897196261682
centile_CT_pericalcarine,0.0,13.333333333333334,6.5420560747663545,4.672897196261682
centile_CT_postcentral,0.0,6.666666666666667,2.803738317757009,5.607476635514018
centile_CT_posteriorcingulate,0.0,33.33333333333333,3.7383177570093453,7.476635514018691
centile_CT_precentral,6.666666666666667,0.0,5.607476635514018,3.7383177570093453
centile_CT_precuneus,6.666666666666667,13.333333333333334,5.607476635514018,8.411214953271028
centile_CT_rostralanteriorcingulate,13.333333333333334,6.666666666666667,5.607476635514018,4.672897196261682
centile_CT_rostralmiddlefrontal,6.666666666666667,6.666666666666667,3.7383177570093453,4.672897196261682
centile_CT_superiorfrontal,0.0,6.666666666666667,4.672897196261682,5.607476635514018
centile_CT_superiorparietal,0.0,20.0,2.803738317757009,8.411214953271028
centile_CT_superiortemporal,6.666666666666667,13.333333333333334,6.5420560747663545,6.5420560747663545
centile_CT_supramarginal,13.333333333333334,26.666666666666668,4.672897196261682,5.607476635514018
centile_CT_frontalpole,6.666666666666667,13.333333333333334,4.672897196261682,5.607476635514018
centile_CT_temporalpole,0.0,0.0,4.672897196261682,2.803738317757009
centile_CT_transversetemporal,0.0,13.333333333333334,4.672897196261682,6.5420560747663545
centile_CT_insula,6.666666666666667,0.0,4.672897196261682,3.7383177570093453
